predicted,real
1.031778335571289,1.0747678018575852
1.031778335571289,1.1237706233179376
1.031778335571289,1.2005559968228752
1.031778335571289,1.1485809682804675
1.031778335571289,1.1139240506329113
1.031778335571289,0.9071354930988224
1.031778335571289,0.8908161533891561
1.031778335571289,1.1680672268907564
1.031778335571289,0.9390523339792143
1.031778335571289,0.8791519575971731
1.031778335571289,0.9141079954888457
1.031778335571289,1.047872340425532
1.031778335571289,1.0233836321561807
1.031778335571289,1.1108749855128452
1.031778335571289,1.0503597122302157
1.031778335571289,1.1023890784982935
1.031778335571289,1.0509828120151643
1.031778335571289,1.0989821345481319
1.031778335571289,1.1536126815549186
1.031778335571289,1.2263079713721619
1.031778335571289,1.026200872447131
1.031778335571289,0.9781968856515507
1.031778335571289,1.0894112478031635
1.031778335571289,0.8529761963104683
1.031778335571289,0.8283028490006358
1.031778335571289,1.11760772324345
1.0042977333068848,1.5511892450879008
1.031778335571289,0.9629629629629629
1.031778335571289,1.0118819471061709
1.031778335571289,1.1044776119402986
1.031778335571289,1.1720429677419355
1.031778335571289,0.6479740680713127
1.031778335571289,1.009835309064928
1.031778335571289,1.0340909106404959
1.031778335571289,0.8426966292134831
1.031778335571289,0.921874939941408
1.031778335571289,0.9798183652875884
1.031778335571289,1.15497648599184
1.031778335571289,0.8086642599277978
1.031778335571289,1.03
1.031778335571289,0.759124094624114
1.031778335571289,0.7095588738105552
1.031778335571289,1.1509054325955734
1.031778335571289,1.171261867907642
1.031778335571289,0.965065433534832
1.031778335571289,1.0939905625280535
1.031778335571289,1.1164179104477612
1.031778335571289,0.9605411131052026
1.031778335571289,0.9304245079988439
1.031778335571289,1.075268817204301
1.031778335571289,0.9405610392057453
1.031778335571289,1.133651497200406
1.031778335571289,1.1472968645936181
1.031778335571289,0.9292191756075907
1.031778335571289,0.93975343383329
1.031778335571289,1.0454545454545454
1.031778335571289,1.0329540944756228
1.031778335571289,1.153152864864865
1.0161200761795044,1.0476190476190477
1.0282384157180786,0.9697702539298669
1.031778335571289,1.133603273484249
1.031778335571289,0.9032258314255919
1.031778335571289,0.8779228666869117
1.031778335571289,0.7965304790667732
1.031778335571289,0.7428570840816192
1.0095192193984985,1.104414021760519
1.031778335571289,1.4324324324324325
1.031778335571289,1.2401384644987492
1.031778335571289,1.1490912933220625
1.031778335571289,1.1344827586206896
1.031778335571289,1.1874109263657957
1.031778335571289,1.1862864077669903
1.031778335571289,0.9577464788732394
1.031778335571289,0.9110721442885771
1.031778335571289,1.1330465331788846
1.031778335571289,1.1892756349952964
1.031778335571289,1.1093023430232558
1.031778335571289,0.9381338953827788
1.031778335571289,1.1477419262672812
1.031778335571289,1.235288230576441
0.9618569612503052,1.1761162072136968
1.022506594657898,0.9378043108797902
1.031778335571289,0.9252507492625369
1.031778335571289,1.1734205279134504
1.031778335571289,1.341607043487893
1.031778335571289,0.9045595207824866
0.9863322377204895,0.7509578544061303
1.031778335571289,1.2405498281786942
1.031778335571289,0.8565022421524664
1.031778335571289,0.7285223367697594
1.031778335571289,0.9804216867469879
